Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock,GPU memory clock,Memory,Storage,Display,Weight(kg),Price
Lenovo B50-70,2014,Windows,core i5-4210u,2,4,1.7,2.7,22,3.0,15 W,radeon r5 m230,4.0,DDR3,64,825 MHz,1000 MHz,"8 GB  ,, DDR3, single-channel, two memory banks (one bank filled)","Seagate Momentus SpinPoint M8 ST1000LM024 HN-M101MBB, 1000 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, Chi Mei N156HGE-EAB, TN LED, glossy: no",2.3,599 Euro
Lenovo Horizon 2s-F0AT0003US,2014,Windows,core i5-4210u,2,4,1.7,2.7,22,3.0,15 W,hd graphics 4400,,,,200 MHz,System Shared,"4 GB  ,, PC3-12800 DDR3","Seagate ST500LX012-SSHD-8GB, 500 GB  ","19.50 inch 16:9, 1920 x 1080 pixel, 10-point, LG Philips, IPS, glossy: yes",2.478,
Lenovo IdeaPad Z40-59422614,2014,Windows,core i5-4200u,2,4,1.6,2.6,22,3.0,15 W,geforce 820m,2.0,DDR3,128,810 MHz,901 MHz,"6 GB  ,, DDR3L 1600 MHz","Seagate ST500LM000 Solid State Hybrid Drive, 500 GB  ","14.00 inch 16:9, 1366 x 768 pixel, CMN1487, TN LED, glossy: yes",2.066,500 Euro
Lenovo ThinkPad L440 20AT004QGE,2014,Windows,core i5-4300m,2,4,2.6,3.6,22,3.0,37 W,hd graphics 4600,,,,350 MHz,System Shared,"4 GB  ,, 1x 4GB Samsung PC3-12800, single-channel","Intel SSD 520 Series SSDSC2BW180A3L, 180 GB  ","14.00 inch 16:9, 1600 x 900 pixel, Lenovo B140R102 V1 / N140FGE-EA2, TN LED, glossy: no",2.114,
Lenovo Y40-59423035,2014,Windows,core i7-4500u,2,4,1.8,3.0,22,4.0,15 W,radeon r9 m275,2.0,GDDR5,128,900 MHz,1000 MHz,"8 GB  ,, DDR3L","Liteonit LCS-256M6S, 256 GB  ","14.00 inch 16:10, 1920 x 1080 pixel, no, AUO143D, TN LED, B140HTN01.4, glossy: no",2.034,899 Euro
Lenovo IdeaPad Flex 10,2014,Windows,celeron n2806,2,2,1.58,2.0,22,,4 W,hd graphics,,,,350 MHz,System Shared,2048 MB  ,", 250 GB  ","10.10 inch 16:9, 1366 x 768 pixel, Kapazitiv, 10-Finger , TN LED, Non-IPS, glossy: yes",1.2,400 Euro
Lenovo Y70 DU004HUS,2014,Windows,core i7-4710hq,4,8,2.5,3.5,22,6.0,47 W,geforce gtx 860m,4.0,GDDR5,128,1020 MHz,1253 MHz,"16 GB  ,, 800 MHz Dual-Channel 11-11-11-28","Western Digital WD10S21X SSHD 1TB + 8GB SSD-Cache, 1000 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Capacitive, LG LP173WF4-SPF1, IPS, glossy: yes",3.538,1099 Euro
Lenovo IdeaPad Flex 2 15,2014,Windows,core i5-4210u,2,4,1.7,2.7,22,3.0,15 W,hd graphics 4400,,,,200 MHz,System Shared,"6 GB  ,, Dual-Channel DDR3 800 MHz 11-11-11-28","Seagate ST500LM000 Solid State Hybrid Drive, 500 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, Capacitive, IPS, Monitor ID: LG Philips LGD044F, Monitor Name: LP156WF4-SPL1, glossy: yes",2.608,599 Euro
Lenovo IdeaPad G50-70,2014,Windows,core i5-4200u,2,4,1.6,2.6,22,3.0,15 W,radeon r5 m230,4.0,DDR3,64,825 MHz,1000 MHz,"8 GB  ,, PC3-12800 DDR3L SDRAM 1600 MHz","Seagate Momentus Thin ST500LT012-1DG142, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, LP156WH3-TPSH, TN, glossy: yes",2.348,599 Euro
Lenovo ThinkPad X1 Carbon Touch 20A8-003UGE,2014,Windows,core i7-4600u,2,4,2.1,3.3,22,4.0,15 W,hd graphics 4400,,,,200 MHz,System Shared,"8 GB  ,, Dual Channel, onboard","Intel SSD Pro 1500 Series SSDSCKHF240A4, 240 GB  ","14.00 inch 16:9, 2560 x 1440 pixel, 10 fingers, FlexView LP140QH1 SPA2, IPS, matte (anti-glare film), glossy: no",1.411,
Lenovo ThinkPad T440s 20AQ006BGE,2014,Windows,core i7-4600u,2,4,2.1,3.3,22,4.0,15 W,geforce gt 730m,2.0,DDR3,64,719 MHz,900 MHz,"8 GB  ,, DDR3, Dual-Channel, 4 GB tightly soldered, one memory bank (occupied) ","Samsung SSD 840 250GB MZ7TD256HAFV, 250 GB  ","14.00 inch 16:9, 1920 x 1080 pixel, LP140WF1-SPK1, IPS, glossy: no",1.53,1699 Euro
Lenovo ThinkPad X1 Carbon Touch 20A7-002DGE,2014,Windows,core i7-4550u,2,4,1.5,3.0,22,4.0,15 W,hd graphics 5000,,,,200 MHz,System Shared,"8 GB  ,, Dual-channel, integrated","Samsung MZNTD512HAGL, 512 GB  ","14.00 inch 16:9, 2560 x 1440 pixel, 10-finger touchscreen, LG Philips LP140GH1-SPA2, IPS panel, LED backlight, glossy: no",1.4,2000 Euro
Lenovo ThinkPad X240,2014,Windows,core i7-4600u,2,4,2.1,3.3,22,4.0,15 W,hd graphics 4400,,,,200 MHz,System Shared,"8 GB  ,, 1x 8 GB, Single-Channel, 1 of 1 slots occupied","Samsung SSD 840 250GB MZ7TD256HAFV, 250 GB  ","12.50 inch 16:9, 1920 x 1080 pixel, LP125WF2-SPB2, IPS-Panel, LED-Backlight, glossy: no",1.462,1900 Euro
Lenovo IdeaPad Flex 15D 59405766,2014,Windows,a6-5200,4,4,2.0,,28,,25 W,radeon hd 8400,,,,600 MHz,System Shared,"4 GB  ,, DDR3, single channel, one RAM slot","Seagate ST500LM000 Solid State Hybrid Drive, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, AU Optronics B156XTT01, TN LED, glossy: yes",2.3,479 Euro
Lenovo ThinkPad T440 20B6005YGE,2014,Windows,core i7-4600u,2,4,2.1,3.3,22,4.0,15 W,hd graphics 4400,,,,200 MHz,System Shared,"8 GB  ,, PC3-12800 DDR3 2x 4GB",", 500 GB  ","14.00 inch 16:9, 1600 x 900 pixel, Lenovo B140R102 V1, TN LED, glossy: no",1.7,1419 Euro
Lenovo IdeaPad Flex 14D,2014,Windows,e1-2100,2,2,1.0,,28,,9 W,radeon hd 8210,,,,300 MHz,System Shared,"4 GB  ,, PC3-10600 DDR3L SDRAM, 1333 MHz","Seagate Momentus Thin ST500LT012-1DG142, 500 GB  ","14.00 inch 16:9, 1366 x 768 pixel, 10 point multi-touch, AUO B140XTT01.1, TN LED, glossy: yes",1.883,450 Euro
Lenovo ThinkPad Edge E540 20C60041,2014,Windows,core i3-4000m,2,4,2.4,,22,3.0,37 W,hd graphics 4600,,,,350 MHz,System Shared,"4 GB  ,, DDR3, 1.600 MHz, Single-Channel",", 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, LG Display LP156WHU-TPB1, TN LED, glossy: no",2.46,600 Euro
Lenovo ThinkPad S540 20B30059GE,2014,Windows,core i5-4200u,2,4,1.6,2.6,22,3.0,15 W,radeon hd 8670m,1.0,DDR3,64,925 MHz,1000 MHz,"8 GB  ,, DDR3, single-channel, two slots (one occupied),2 USB 3.0 / 3.1 Gen1, 1 HDMI, 1 Kensington Lock, 1 Docking Station Port, Audio Connections: combined stereo jack, Card Reader: SD, MMC, Memory Stick, Memory Stick Pro, 1 Fingerprint Reader, Sensors: Brightness sensor, Vibration sensor, Trusted Platform Module 1.2","WDC WD10JPVX-08JC3T5 + Sandisk SSD U110 16GB, 1000 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LEN40B4, B156HTN03.4, TN LED, glossy: no",2.11,899 Euro
Lenovo IdeaPad S415 59399720,2014,Windows,a6-5200,4,4,2.0,,28,,25 W,radeon hd 8400,,,,600 MHz,System Shared,"4 GB  ,, Single Channel, 1x 4GB","Seagate ST500LM000 Solid State Hybrid Drive, 500 GB  ","14.00 inch 16:9, 1366 x 768 pixel, 10 fingers, AUO B140XTT01, TN, glossy: yes",1.728,499 Euro
Lenovo Thinkpad T440s 20AQ0069GE,2014,Windows,core i7-4600u,2,4,2.1,3.3,22,4.0,15 W,hd graphics 4400,,,,200 MHz,System Shared,8 GB  ,"Samsung SSD 840 250GB MZ7TD2560/0L9, 250 GB  ","14.00 inch 16:9, 1920 x 1080 pixel, B140HAN01.2, glossy: no",1.7,1818 Euros Euro
MSI GT72-2QE32SR311BW,2014,Windows,core i7-4710hq,4,8,2.5,3.5,22,6.0,47 W,geforce gtx 980m,8.0,GDDR5,256,1038 MHz,1253 MHz,"32 GB  ,, 4x 8 GB SO-DIMM DDR3-RAM PC3-12800 (1600 MHz), 4 of 4 slots filled, max. 32 GB","4x Kingston RBU-SNS8100S3256GD1 (RAID 0), 1024 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, CMN N173HGE-E11 (CMN1735), TN LED, Full HD, glossy: no",3.82,3300 Euro
MSI WS60 2OJ8H11W7P,2014,Windows,core i7-4710hq,4,8,2.5,3.5,22,6.0,47 W,quadro k2100m,2.0,GDDR5,128,667 MHz,752 MHz,"8 GB  ,, 1x 8 GB PC3-12800 DDR3 (Kingston), 1 slot free","Toshiba HG6 THNSNJ128G8NU, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, Samsung SDC324C, 156HL01-102, IPS LED, glossy: no",1.98,1800 Euro
MSI GT72-2PE16SR231BW,2014,Windows,core i7-4710hq,4,8,2.5,3.5,22,6.0,47 W,geforce gtx 880m,8.0,GDDR5,256,954 MHz,1250 MHz,"16 GB  ,, 2x 8 GB Kingston SO-DIMM DDR3-RAM PC3-12800 (1600 MHz), 2 of 4 Slots occupied, up to 32 GB","3x Kingston RBU-SNS8100S3128GD (RAID 0), 384 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, CMN N173HGE-E11 (CMN1735), TN LED, Full HD, glossy: no",3.79,2700 Euro
MSI GS70-2PEi71611,2014,Windows,core i7-4700hq,4,8,2.4,3.4,22,6.0,47 W,geforce gtx 870m,3.0,GDDR5,192,941 MHz,1250 MHz,"16 GB  ,, DDR3, 1600 MHz, dual-channel, 2 memory banks, both filled","Toshiba HG6 THNSNJ128GMCU, 128 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Chi Mei 173HGE, TN LED, glossy: no",2.72,1600 Euro
MSI GS60 - 2PEWi716SR21,2014,Windows,core i7-4710hq,4,8,2.5,3.5,22,6.0,47 W,geforce gtx 870m,3.0,GDDR5,192,941 MHz,1250 MHz,"16 GB  ,, DDR3L, up to 1600 MHz, 2 Slots, up to 16 GByte","2x Kingston RBU-SNS8100S3128GD (RAID 0), 256 GB  ","15.60 inch 16:9, 2880 x 1620 pixel, Panasonic VVX16T029D00, IPS, glossy: yes",1.96,1999 Euro
MSI GE60-2PEi781B,2014,Windows,core i7-4700hq,4,8,2.4,3.4,22,6.0,47 W,geforce gtx 860m,4.0,GDDR5,128,1020 MHz,1253 MHz,"8 GB  ,, DDR3 1600 MHz (Single Channel), 1 of 2 Slots","WDC Scorpio Blue WD10JPVX-22JC3T0, 1024 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, Samsung 156HL01-102, TN LED, Full HD, glossy: no",2.696,1200 Euro
MSI GE70-2PCi785,2014,Windows,core i7-4700hq,4,8,2.4,3.4,22,6.0,47 W,geforce gtx 850m,2.0,DDR3,128,902 MHz,1001 MHz,"8 GB  ,, SO-DIMM DDR3-RAM PC3-12800 (1600 MHz), 1 of 2 slots filled, max. 16 GB","Western Digital Scorpio Blue WD5000LPVX, 500 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Chi Mei N173HGE-L11 (CMO1720), TN LED, Full HD, glossy: no",2.976,1100 Euro
MSI GS70-65M21621,2014,Windows,core i7-4700hq,4,8,2.4,3.4,22,6.0,47 W,geforce gtx 765m,2.0,GDDR5,128,797 MHz,1002 MHz,"16 GB  ,, DDR3 1600 MHz (dual channel), 2 of 2 slots, up to 16GB","2x Intel SSD 510 Series SSDSC2MH250A2 (RAID 0), 250 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Chi Mei N173HGE-L11, TN LED, Full HD, glossy: no",2.72,1700 Euro
Acer Aspire Switch 12 SW5-271-61X7,2015,Windows,core m-5y10c,2,4,0.8,2.0,14,4.0,5 W,hd graphics 5300,,,,300 MHz,System Shared,"4 GB  ,, Dual-channel","128 GB SATA SSD, 128 GB  ","12.50 inch 16:9, 1920 x 1080 pixel, LP125WF2-SPB2, IPS, LG Philips, glossy: yes",1.45,
Acer Aspire V3-372-50LK,2015,Windows,core i5-6200u,2,4,2.3,2.8,14,3.0,15 W,hd graphics 520,,,,300 MHz,System Shared,"8 GB  ,, DDR3 1600 MHz, dual-channel, 2 of 4 memory banks filled","Toshiba HG6 THNSNJ256G8NU, 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel, LG Display LP133WF2-SPL3, IPS, glossy: no",1.55,799 Euro
Acer Extensa 2519-C7DC,2015,Windows,celeron n3050,2,2,1.6,2.16,14,2.0,6 W,hd graphics,,,,350 MHz,System Shared,"4 GB  ,, DDR3-1600, single channel, no RAM slot, RAM module is soldered","Seagate Momentus Thin ST500LT012-1DG142, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, ChiMei N156BGE-E32, TN LED, glossy: no",2.4,330 Euro
Acer Aspire VN7-572G-72L0,2015,Windows,core i7-6500u,2,4,2.5,3.1,14,4.0,25 W,geforce gtx 950m,4.0,DDR3,128,993 MHz,900 MHz,"8 GB  ,, 2x 4 GB DDR4 SDRAM Samsung, max. 32 GB","Lite-On CV1-8B128, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, LG Display LP156WF6-SPB1, AH-IPS, Normally Black, Transmissive, s-Si TFT-LCD 60Hz 300 cd/m² 700:1 (Vendor), glossy: no",2.366,1199 Euro
Acer Aspire V 15 Nitro VN7-572G-54YG,2015,Windows,core i5-6200u,2,4,2.3,2.8,14,3.0,15 W,geforce 945m,2.0,DDR3,128,928 MHz,900 MHz,"8 GB  ,, PC4-1700 DDR4","WDC Scorpio Blue WD10JPVX-22JC3T0, 1024 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LG PHILIPS LP156WF6-SPB1, IPS, glossy: no",2.4,
Acer TravelMate P277-MG-7474,2015,Windows,core i7-5500u,2,4,2.4,3.0,14,4.0,15 W,geforce 940m,2.0,DDR3,64,1020 MHz,900 MHz,"8 GB  ,, 2 memory banks, 1 filled, DDR3L Kingston ACR16D3LS1KNG/8G, max. 16 GB","Kingston RBU-SNS8100S3256GD, 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, AUO B173HTN01.1 (AUO119D), TN LED, 262K colors, 6 bit, glossy: no",3.0,1099 Euro
Aspire V Nitro VN7-792G-79LX,2015,Windows,core i5-6300hq,4,4,2.3,3.2,14,6.0,45 W,geforce 945m,2.0,DDR3,128,928 MHz,900 MHz,"8 GB  ,, 2x 4 GB DDR4-2133, both slots used",", 1000 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, AUO B173HAN01.0, IPS, LED backlight, glossy: no",3.1,1000 Euro
Acer TravelMate P257-M-56AX,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,hd graphics 5500,,,,300 MHz,System Shared,"8 GB  ,, DDR3L 1600, dual-channel, 4 memory banks, 2 filled","Kingston RBU-SC150S37256GD, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, AU Optronics AUO38ED, TN LED, glossy: no",2.4,899 Euro
Acer Aspire Switch 11V SW5-173-614T,2015,Windows,core m-5y10c,2,4,0.8,2.0,14,4.0,5 W,hd graphics 5300,,,,300 MHz,System Shared,"4 GB  ,, dual-channel","Lite-On IT L8T-128L9G, 128 GB  ","11.60 inch 16:9, 1920 x 1080 pixel, 10 fingers, AUO305D B116HAN03, IPS, glossy: yes",1.569,
Acer Aspire E5-473G-59QT,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,geforce 940m,2.0,DDR3,64,1020 MHz,900 MHz,"8 GB  ,, DDR3L-1600, Dual-Channel, 2 of 2 slots occupied (up to 16 GB)","Seagate ST500LM000 Solid State Hybrid Drive, 500 GB  ","14.00 inch 16:9, 1920 x 1080 pixel, AU Optronics AUO1B3D, TN, glossy: no",2.0,729 Euro
Acer Aspire V Nitro 7-791G-70TW,2015,Windows,core i7-4720hq,4,8,2.6,3.6,22,6.0,47 W,geforce gtx 960m,4.0,GDDR5,128,1097 MHz,1253 MHz,"16 GB  ,, Dual-Channel, PC3-12800 DDR3 SDRAM Samsung M471B1G73DB0-YK0","Kingston RBU-SNS8100S3256GD, 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, LG Philips LGD0469 ÖP173WF4-SPF1, IPS, glossy: no",2.992,1360 Euro
Acer Aspire E5-772G-70VP,2015,Windows,core i7-5500u,2,4,2.4,3.0,14,4.0,15 W,geforce 940m,2.0,DDR3,64,1020 MHz,900 MHz,"8 GB  ,, dual-channel, 2 memory banks, both filled","Kingston RBU-SNS8100S3128GD, 128 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, AU Optronics AUO119D, TN LED, glossy: no",3.0,
Acer Aspire E5-573G-5785,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,geforce 940m,2.0,DDR3,64,1020 MHz,900 MHz,"8 GB  ,, DDR3-1600, dual-channel, two memory banks (both filled)","Seagate ST500LM000 Solid State Hybrid Drive, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, Chi Mei N156BGE-E32, TN LED, glossy: no",2.4,
Acer Aspire V3-574G-59MA,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,geforce 940m,2.0,DDR3,64,1020 MHz,900 MHz,"8 GB  ,, DDR3, dual-channel, two memory banks (both filled)","Kingston RBU-SC150S37256GD, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LG Philips LP156WF4-SPL1, IPS, glossy: no",2.4,899 Euro
ES1-131-C8YK,2015,Windows,celeron n3050,2,2,1.6,2.16,14,2.0,6 W,hd graphics,,,,350 MHz,System Shared,"2048 MB  ,, DDR3, single-channel, soldered","32 GB eMMC Flash, 32 GB  ","11.60 inch 16:9, 1366 x 768 pixel, AU Optronics B116XTN02.3, TN LED, glossy: no",1.09,299 Euro
Acer Aspire S7-393-75508G25EWS,2015,Windows,core i7-5500u,2,4,2.4,3.0,14,4.0,15 W,hd graphics 5500,,,,300 MHz,System Shared,"8 GB  ,, dual-channel","2x Kingston SMSR150S3256G (RAID 0), 256 GB  ","13.30 inch 16:9, 2560 x 1440 pixel, 10-finger-multitouch, Sharp SHP13FF LQ133T1JW02, IPS, IGZO-TFT, glossy: yes",1.327,
Acer Aspire V3-331-P982,2015,Windows,pentium 3556u,2,2,1.7,,22,2.0,15 W,hd graphics,,,,350 MHz,System Shared,"4 GB  ,, DDR3, single-channel, two memory banks (one bank filled),1 USB 2.0, 1 USB 3.0 / 3.1 Gen1, 1 HDMI, Audio Connections: combo audio jack, Card Reader: SD, SDHC, SDXC, MMC, Memory Stick","Seagate ST500LM000 Solid State Hybrid Drive, 500 GB  ","13.30 inch 16:9, 1366 x 768 pixel, AU Optronics B133XW01 V3, TN LED, glossy: no",1.46,449 Euro
Acer Aspire VN7-591G-727P,2015,Windows,core i7-4720hq,4,8,2.6,3.6,22,6.0,47 W,geforce gtx 960m,4.0,GDDR5,128,1097 MHz,1253 MHz,"16 GB  ,, DDR3-1600, dual channel, two RAM slots (both used)","Toshiba HG6 THNSNJ256G8NU, 256 GB  ","15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, Sharp LQ156D1JW04, IPS, glossy: no",2.4,1699 Euro
P645-S-504E,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,hd graphics 5500,,,,300 MHz,System Shared,"8 GB  ,, DDR3-1600, dual-channel, one memory bank (filled), 4 GB soldered","Kingston RBU-SNS8100S3256GD, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel, AU Optronics B140HAN01.1, IPS, glossy: no",1.5,1329 Euro
Acer Aspire ES1-111-C56A,2015,Windows,celeron n2840,2,2,2.16,2.58,22,,7 W,hd graphics,,,,350 MHz,System Shared,"2048 MB  ,, PC3-12800 DDR3 SDRAM","32 GB eMMC Flash, 32 GB  ","11.60 inch 16:9, 1366 x 768 pixel, AU Optronics AUO215C, TN LED, glossy: no",1.29,
Acer Aspire V3-371-58DJ,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,hd graphics 5500,,,,300 MHz,System Shared,"8 GB  ,, dual-channel, 2 of 2 memory banks filled","Kingston RBU-SC100S37240GE, 240 GB  ","13.30 inch 16:9, 1920 x 1080 pixel, AU Optronics AUO112D B133HTN01.1, TN, glossy: no",1.523,700 Euro
Acer Aspire R14 R3-471TG-552E,2015,Windows,core i5-4210u,2,4,1.7,2.7,22,3.0,15 W,geforce 820m,2.0,DDR3,128,810 MHz,901 MHz,"8 GB  ,, 2 of 2 slots filled, dual-channel","WDC Slim WD10SPCX-21KHST0, 1000 GB  ","14.00 inch 16:9, 1366 x 768 pixel, multi-touch, AU Optronics AUO293C B140XTN02.9, TN, glossy: yes",1.98,700 Euro
Acer Aspire R7-371T-52EL,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,hd graphics 5500,,,,300 MHz,System Shared,"8 GB  ,, DDR3, dual-channel, soldered","Kingston RBU-SNS8100S3256GD, 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel, capacitive, 10-point multi-touch, AU Optronics B133HAN03.0, IPS, glossy: yes",1.5,999 Euro
Acer TravelMate P236-M-57R4,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,hd graphics 5500,,,,300 MHz,System Shared,"8 GB  ,, single-channel DDR3 SDRAM, 1/2 banks filled","Kingston RBU-SC100S37240GE, 240 GB  ","13.30 inch 16:9, 1366 x 768 pixel, AU Optronics B133XW01 V3, TN, glossy: no",1.524,700 Euro
Acer Aspire E5-771G-71PT,2015,Windows,core i7-5500u,2,4,2.4,3.0,14,4.0,15 W,geforce 840m,2.0,DDR3,64,1029 MHz,1001 MHz,"8 GB  ,, DDR3, Dual-Channel, two slots (both occupied)","Kingston RBU-SNS8100S3128GD, 128 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Chi Mei N173HGE-E11, TN LED, glossy: no",3.0,700 Euro
Acer Aspire E5-571G-520X,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,geforce 840m,2.0,DDR3,64,1029 MHz,1001 MHz,"8 GB  ,, DDR3, dual-channel, two memory banks (both filled)",", 1000 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, AU Optronics B156HTN03.1, TN LED, glossy: no",2.5,650 Euro
Acer Aspire V 15 Nitro VN7-571G-56NX,2015,Windows,core i5-4210u,2,4,1.7,2.7,22,3.0,15 W,geforce 840m,2.0,DDR3,64,1029 MHz,1001 MHz,"4 GB  ,, DDR3L, Single-Channel, zwei Speicherbänke (eine Bank belegt)","Kingston RBU-SNS8100S3128GD, 128 GB  ","15.60 inch 16:9, 1366 x 768 pixel, AU Optronics B156XTN03.5, TN LED, glossy: no",2.16,659 Euro
Acer Aspire V15 Nitro VN7-591G-75TD,2015,Windows,core i7-4710hq,4,8,2.5,3.5,22,6.0,47 W,geforce gtx 860m,4.0,GDDR5,128,1020 MHz,1253 MHz,"16 GB  ,, DDR3, Dual-channel, Two memory banks (both occupied)","Lite-On IT L8T-256L9G, 256 GB  ","15.60 inch 16:9, 3840 x 2160 pixel, Sharp LQ156D1JW04, IPS, glossy: no",2.2,1599 Euro
Asus ASUS Transformer Book Flip TP200SA-DH04T,2015,Windows,celeron n3050,2,2,1.6,2.16,14,2.0,6 W,hd graphics,,,,350 MHz,System Shared,"4 GB  ,, DDR3L 1600 MHz","64 GB eMMC Flash, 64 GB  ","11.60 inch 16:9, 1366 x 768 pixel, multi-touch, InfoVision M116NWR4 R1, IPS, glossy: yes",1.188,
Asus GL552JX-CN154H,2015,Windows,core i7-4720hq,4,8,2.6,3.6,22,6.0,47 W,geforce gtx 950m,4.0,DDR3,128,993 MHz,900 MHz,"8 GB  ,, DDR3, 1600 MHz, Dual-Channel, 2 slots, both occupied","Micron M600 MTFDDAV128MBF, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Samsung 156HL01-102, IPS, glossy: no",2.6,1400 Euro
Asus Zenbook UX305LA-FC012H,2015,Windows,core i7-5500u,2,4,2.4,3.0,14,4.0,15 W,hd graphics 5500,,,,300 MHz,System Shared,"8 GB  ,, DDR3, Dual-Channel, Soldered","Micron M600 MTFDDAV256MBF M.2, 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, AU Optronics B133HAN02.1, IPS, glossy: no",1.3,1100 Euro
Asus GX700,2015,Windows,core i7-6820hk,4,8,2.7,3.6,14,8.0,45 W,geforce gtx 980,4.0,GDDR5,256,1127 MHz,1753 MHz,"64 GB  ,, 4x 16 GB DDR4-2400, all slots occupied","2x Samsung SM951 MZVPV512HDGL (RAID 0), 1024 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, LP173WF4-SPF3 (LGD04E8), IPS, Full HD, glossy: no",3.9,
Asus ASUSPRO Essential P2520LA-XO0167H,2015,Windows,core i5-5200u,2,4,2.2,2.7,14,3.0,15 W,hd graphics 5500,,,,300 MHz,System Shared,"8 GB  ,, DDR3, 1600MHz",", 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, TN (N156BGE-E32), TN LED, glossy: no",2.406,544.99€ Euro
90NB08U1-M01610,2015,Windows,core i7-6500u,2,4,2.5,3.1,14,4.0,25 W,geforce 940m,2.0,DDR3,64,1020 MHz,900 MHz,"8 GB  ,, DDR3, dual-channel, one memory slot (occupied), 4 GB soldered","Micron M600 MTFDDAK512MBF, 512 GB  ","13.30 inch 16:9, 1920 x 1080 pixel, ChiMei N133HSE-EA3, IPS, glossy: no",1.45,1259 Euro
Asus G751JY,2015,Windows,core i7-4720hq,4,8,2.6,3.6,22,6.0,47 W,geforce gtx 980m,8.0,GDDR5,256,1038 MHz,1253 MHz,"24 GB  ,, 3x 8 GB SO-DIMM DDR3-RAM PC3-12800 (1600 MHz), 3 of 4 slots filled, max. 32 GB","Samsung SSD XP941 MZHPU256HCGL, 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, LG Philips LP173WF4-SPD1 (LGD046C), IPS, Full HD, glossy: no",4.18,
Asus Transformer Book Flip TP200SA-FV0108TS,2015,Windows,celeron n3050,2,2,1.6,2.16,14,2.0,6 W,hd graphics,,,,350 MHz,System Shared,"2048 MB  ,, DDR3","32 GB eMMC Flash, 32 GB  ","11.60 inch 16:9, 1366 x 768 pixel, 10 fingers, InfoVision M116NWR4 R1, IPS, glossy: yes",1.177,350 Euro
Asus G752VT,2015,Windows,core i7-6700hq,4,8,2.6,3.5,14,6.0,45 W,geforce gtx 970m,3.0,GDDR5,192,924 MHz,1253 MHz,"16 GB  ,, DDR4-2132 SDRAM, 1066.1 MHz, 15-15-15-36","Samsung PM951 NVMe MZVLV128, 128 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, IPS, ID: LG Philips LGD04E8, Name: LP173WF-SPF3, glossy: no",4.067,1700 Euro
