,Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock(MHz),GPU memory clock(MHz),RAM(GB),RAM_bus,RAM_DDR,Storage(GB),Storage_Type,Display_Inch,Display_Height(pixel),Display_Width(pixel),Weight(kg),Price(USD)
1494,Asus VivoBook 14 M415DA-EK337,2021.0,Windows,ryzen 7 3700u,4,8,2.3,4.0,12,4,15 W,radeon rx vega 10,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.6,
1495,"Asus VivoBook 14 M413U, R7 5700U",2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,8,0,3,512.0,SSD,14.0,1366,768,1.4,
1496,Asus VivoBook 14 M413IA-HM899T,2021.0,Windows,ryzen 5 4500u,6,6,2.3,4.0,7,11,25 W,radeon rx vega 6,0,,0,1500.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.4,
1497,Asus VivoBook 14 K413JA-EB573T,2021.0,Windows,core i5-1035g1,4,8,1.0,3.6,10,6,15 W,uhd graphics g1,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.4,
1498,Asus Vivobook 14 K413EA-EB608T,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.4,
1499,Asus VivoBook 14 F415JA-EB770T,2021.0,Windows,core i5-1035g1,4,8,1.0,3.6,10,6,15 W,uhd graphics g1,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.6,
1500,Asus VivoBook 14 E410MA-EK018TS,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,512.0,SSD,14.0,1920,1080,1.3,
1501,Asus Vivobook 12 L210MA-GJ050TS,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,512.0,SSD,11.6,1366,768,1.1,
1502,Asus TUF Gaming F17 FX706LI-HX177T,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.6,
1503,Asus TUF Gaming F17 FX706HC-HX008T,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,17.3,1920,1080,2.6,1656.0
1504,Asus TUF Gaming F15 FX566HM-HN097TS,2021.0,Windows,core i9-11900h,8,16,2.1,4.9,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.3,
1505,Asus TUF Gaming F15 FX506LU-HN106,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce gtx 1660 ti mobile,6,GDDR6,192,1455.0,1500.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.3,
1506,Asus TUF Gaming F15 FX506LI-HN109T,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.3,
1507,Asus TUF Gaming F15 FX506LH-HN129,2021.0,Windows,core i7-10875h,8,16,2.1,5.1,14,16,45 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,15.6,1920,1080,2.3,
1508,Asus TUF Gaming F15 FX506HM-HN004T,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.3,1715.0
1509,Asus TUF Gaming A17 FA706QM-HX001,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,17.3,1920,1080,2.6,1360.0
1510,Asus TUF Gaming A17 FA706QM,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,0,4,1024.0,SSD,17.3,1920,1080,2.6,
1511,Asus TUF Gaming A15 FA506QM-HN005,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.3,1538.0
1512,Asus TUF Gaming A15 FA506IV-AS76,2021.0,Windows,ryzen 7 4800h,8,16,2.9,4.2,7,12,54 W,geforce rtx 2060 mobile,6,GDDR6,192,960.0,1750.0,16,0,1,1024.0,SSD,15.6,1920,1080,2.3,1301.0
1513,Asus TUF FX505DT-HN540,2021.0,Windows,ryzen 7 3750h,4,8,2.3,4.0,12,4,35 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,15.6,1920,1080,2.2,1064.0
1514,Asus TUF Dash F15 FX516PM-HN135,2021.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.0,1183.0
1515,Asus TUF Dash F15 FX516PM,2021.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.0,2602.0
1516,Asus TUF Dash F15 FX516PE-HN006T,2021.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.0,1183.0
1517,Asus TUF A15 566QR-HN062T,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.3,
1518,Asus Strix Scar 17 G733QS-HG168T,2021.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,2048.0,SSD,17.3,1920,1080,2.7,
1519,Asus Strix Scar 17 G733QS,2021.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.7,3666.0
1520,Asus Strix Scar 17 G733QM,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.7,2247.0
1521,Asus Strix Scar 15 G533QR,2021.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,15.6,2560,1440,2.3,
1522,Asus Strix Scar 15 G533QM,2021.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,0,4,1024.0,SSD,15.6,1920,1080,2.3,
1523,Asus ROG Zephyrus S15 GX502LXS-HF012T,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 2080 super max-q,8,GDDR6,256,735.0,1375.0,32,0,4,1024.0,SSD,15.6,1920,1080,1.9,
1524,Asus ROG Zephyrus M16 GU603HR-K8030T,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,512.0,SSD,16.0,2560,1600,1.9,
1525,Asus ROG Zephyrus M16 GU603HM-K8062T,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,16.0,2560,1600,1.9,3016.0
1526,Asus ROG Zephyrus M15 GU502LW-HN070T,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 2070 super max-q,8,GDDR6,256,930.0,1375.0,16,0,4,512.0,SSD,15.6,3840,2160,1.99,
1527,Asus ROG Zephyrus M15 GU502LW-HC201T,2021.0,Windows,core i7-10875h,8,16,2.1,5.1,14,16,45 W,geforce rtx 2070 max-q,8,GDDR6,256,885.0,1500.0,16,0,4,1024.0,SSD,15.6,3840,2160,2.0,
1528,Asus ROG Zephyrus G15 GA502IV-PH96,2021.0,Windows,ryzen 9 4900hs,8,16,3.0,4.3,7,12,35 W,geforce rtx 2060 max-q,6,GDDR6,192,975.0,1375.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.1,
1529,Asus ROG Zephyrus G15 GA502IV-HN042,2021.0,Windows,ryzen 9 4900hs,8,16,3.0,4.3,7,12,35 W,geforce rtx 2060 max-q,6,GDDR6,192,975.0,1375.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.1,
1530,Asus ROG Zephyrus G14 GA401QM-K2030T,2021.0,Windows,ryzen 9 5900hs,8,16,3.0,4.6,7,16,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,1,1024.0,SSD,14.0,2560,1440,1.6,
1531,Asus ROG Zephyrus G14 GA401QM-HZ109T,2021.0,Windows,ryzen 9 5900hs,8,16,3.0,4.6,7,16,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,0,4,1024.0,SSD,14.0,1920,1080,1.7,2839.0
1532,Asus ROG Zephyrus G14 GA401QE-HZ055T,2021.0,Windows,ryzen 7 5800hs,8,16,2.8,4.4,7,16,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,1024.0,SSD,14.0,1920,1080,1.7,
1533,Asus ROG Zephyrus G14 GA401II-HE092T,2021.0,Windows,ryzen 7 4800hs,8,16,2.9,4.2,7,12,35 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,512.0,SSD,14.0,1920,1080,1.7,
1534,Asus ROG Zephyrus G14 GA401II-HE004,2021.0,Windows,ryzen 7 4800hs,8,16,2.9,4.2,7,12,35 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,1024.0,SSD,14.0,1920,1080,1.6,1183.0
1535,Asus ROG Zephyrus Duo 15 GX550LXS-HC060T,2021.0,Windows,core i9-10980hk,8,16,2.4,5.3,14,16,45 W,geforce rtx 2080 super max-q,8,GDDR6,256,735.0,1375.0,32,0,4,2048.0,SSD,15.6,3840,2160,2.4,
1536,Asus ROG Strix Scar 17 G733QSA-KH222R,2021.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,512.0,SSD,17.3,1920,1080,2.7,
1537,Asus ROG Strix Scar 17 G733QS-HG015T,2021.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,17.3,1920,1080,2.7,
1538,Asus ROG Strix Scar 17 G732LXS-HG014T,2021.0,Windows,core i7-10875h,8,16,2.1,5.1,14,16,45 W,geforce rtx 2080 super mobile,8,GDDR6,256,1365.0,1750.0,32,0,4,1024.0,SSD,17.3,1920,1080,3.0,
1539,Asus ROG Strix Scar 15 G533QS-HF192T,2021.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.3,
1540,Asus ROG Strix G17 G713QС-HX052T,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,8,0,4,1024.0,SSD,17.3,1920,1080,2.7,
1541,Asus ROG Strix G17 G713QR-HX023T,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.7,2365.0
1542,Asus ROG Strix G17 G713QM-HX015T,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,8,0,4,1024.0,SSD,17.3,1920,1080,2.7,
1543,Asus ROG Strix G15 G513QM-HN064T,2021.0,Windows,ryzen 7 5800hs,8,16,2.8,4.4,7,16,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.3,1774.0
1544,Asus ROG Strix G15 G513QM-HF026,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.3,
1545,Asus ROG Strix G15 G513IH-HN008,2021.0,Windows,ryzen 7 4800h,8,16,2.9,4.2,7,12,54 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,15.6,1920,1080,2.1,
1546,Asus ROG Flow X13 GV301QH-K6200T,2021.0,Windows,ryzen 9 5900hs,8,16,3.0,4.6,7,16,35 W,geforce gtx 1650 ti max-q,4,GDDR6,128,1035.0,1250.0,16,0,4,512.0,SSD,13.4,1920,1080,1.3,
1547,Asus ROG Flow X13 GV301QH-K6069T,2021.0,Windows,ryzen 7 5800hs,8,16,2.8,4.4,7,16,35 W,geforce gtx 1650 max-q,4,GDDR5,128,1020.0,1751.0,16,0,4,512.0,SSD,13.4,1920,1200,1.3,1656.0
1548,Asus ROG Flow X13 GV301QH-K6034T-BE,2021.0,Windows,ryzen 7 5800hs,8,16,2.8,4.4,7,16,35 W,geforce gtx 1650 max-q,4,GDDR5,128,1020.0,1751.0,16,0,4,512.0,SSD,13.4,1920,1200,1.3,
1549,Asus ROG Flow X13 GV301QH-K5232T,2021.0,Windows,ryzen 9 5980hs,8,16,3.0,4.8,7,16,35 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,32,0,4,1024.0,SSD,13.4,3840,2400,1.3,
1550,Asus ROG Flow X13 GV301QE-K6149T,2021.0,Windows,ryzen 9 5900hs,8,16,3.0,4.6,7,16,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,1024.0,SSD,13.4,1920,1080,1.3,2188.0
1551,Asus L510MA-DS04,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,128.0,SSD,15.6,1920,1080,1.63,296.0
1552,Asus L410MA-DB02,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,512.0,SSD,14.0,1920,1080,1.3,331.0
1553,Asus L406MA-WH02,2021.0,Windows,celeron n4000,2,2,1.1,2.6,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,512.0,SSD,14.0,1366,768,1.27,355.0
1554,Asus F415JA-EK398,2021.0,Windows,core i7-1065g7,4,8,1.3,3.9,10,8,15 W,iris plus graphics g7,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.6,710.0
1555,Asus F415JA-BV393T,2021.0,Windows,core i3-1005g1,2,4,1.2,3.4,10,4,15 W,uhd graphics g1,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1366,768,1.6,
1556,"Asus ExpertBook P2451FA, i5-10210U",2021.0,Windows,core i5-10210u,4,8,1.6,4.2,14,6,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.52,733.0
1557,Asus ExpertBook P1 P1410CJA-EK347R,2021.0,Windows,core i5-1035g1,4,8,1.0,3.6,10,6,15 W,uhd graphics g1,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.6,
1558,Asus ExpertBook B9 B9400CEA-KC0266R,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,1920,1080,1.0,2720.0
1559,Asus ExpertBook B5 Flip B5302FEA-LG0400R,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,13.3,1920,1080,1.33,1538.0
1560,"Asus Expertbook B5 B5302C, i7-1165G7",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,13.3,1920,1080,1.1,
1561,"Asus ExpertBook B1 B1500C, i7-1165G7 MX330",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx330,2,GDDR5,64,1531.0,1752.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.73,
1562,"Asus ExpertBook B1 B1500C, i5-1135G7 MX330",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,geforce mx330,2,GDDR5,64,1531.0,1752.0,16,0,4,512.0,SSD,15.6,1920,1080,1.73,
1563,"Asus ExpertBook B1 B1400C, 1165G7 MX330",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx330,2,GDDR5,64,1531.0,1752.0,16,0,4,512.0,SSD,14.0,1920,1080,1.45,
1564,Asus E510MA-EJ133T,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,128.0,SSD,15.6,1920,1080,1.63,390.0
1565,"Asus Chromebook CX9400, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,256.0,SSD,14.0,1920,1080,1.1,
1566,P147G002,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,12,0,4,512.0,SSD,14.0,1920,1080,1.49,
1567,Dell Inspiron 13 7306-6TYH5,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.3,3840,2160,1.351,
1568,Dell G15 5515,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.43,1300.0
1569,Dell Inspiron 15 3501,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.96,945.0
1570,Dell Precision 5000 5560,2021.0,Windows,core i7-11850h,8,16,2.1,4.8,10,24,35 W,rtx a2000 mobile,4,GDDR6,128,893.0,1375.0,32,0,4,2048.0,SSD,15.6,3840,2400,2.006,3000.0
1571,Dell XPS 13 9310 2-in-1,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,4267,4,512.0,SSD,13.4,1920,1200,1.33,1400.0
1572,Dell Inspiron 14 7400 7415 2-in-1,2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.526,850.0
1573,Dell Inspiron 15 5518-2X3JR,2021.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,8,0,4,512.0,SSD,15.6,1920,1080,1.8,945.0
1574,Dell Inspiron 13 5310-NJ24J,2021.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,8,0,4,512.0,SSD,13.3,1920,1200,1.31,
1575,Dell Inspiron 16 Plus 7610,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,16.0,3072,1920,2.046,1100.0
1576,Dell XPS 15 9510 11800H RTX 3050 Ti OLED,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,3456,2160,1.937,2898.0
1577,Dell XPS 17 9710 Core i7 RTX 3060,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,0,4,1024.0,SSD,17.0,3840,2400,2.475,2900.0
1578,Dell Inspiron 13 5301-0D0XN,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.147,827.0
1579,Dell Latitude 9420 2-in-1,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,4266,4,512.0,SSD,14.0,2560,1600,1.497,2700.0
1580,Dell XPS 13 9310 OLED,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,2133,4,512.0,SSD,13.4,3456,2160,1.245,1650.0
1581,Asus BR1100FKA-BP0491RA,2021.0,Windows,pentium silver n6000,4,4,1.1,3.3,10,4,6 W,uhd graphics,0,,0,300.0,0.0,4,0,4,512.0,SSD,11.6,1366,768,1.4,473.0
1582,"Dell G15 5510, i5-10200H RTX 3050 Ti",2021.0,Windows,core i5-10200h,4,8,2.4,4.1,14,6,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,8,0,1,512.0,SSD,15.6,1920,1080,2.65,
1583,Dell XPS 13 9305 Core i5 FHD,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,13.3,1920,1080,1.187,
1584,"Dell Vostro 15 7500, i7-10750H GTX 1650 Ti",2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.9,
1585,Dell G3 15 3500-H5JDG,2021.0,Windows,core i5-10300h,4,8,2.5,4.5,14,6,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,8,0,4,512.0,SSD,15.6,1920,1080,2.56,946.0
1586,Dell Vostro 15 7500-0323,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,15.6,1920,1080,1.85,
1587,"Dell Latitude 13 5320, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,256.0,SSD,13.3,1920,1080,1.2,1041.0
1588,"Dell Latitude 13 7320 2-in-1, i5-1145G7",2021.0,Windows,core i5-1145g7,4,8,2.6,4.4,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.39,1892.0
1589,"Dell Latitude 13 7320 2-in-1, i7-1165G7",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,1.39,
1590,"Dell Latitude 13 5320, i5-1145G7",2021.0,Windows,core i5-1145g7,4,8,2.6,4.4,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,256.0,SSD,13.3,1920,1080,1.2,1538.0
1591,"Dell Latitude 13 7320, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.12,
1592,Dell Inspiron 15 3505-C1DY0,2021.0,Windows,ryzen 3 3250u,2,4,2.6,3.5,14,4,15 W,radeon rx vega 3,0,,0,1200.0,0.0,8,0,4,1024.0,SSD,15.6,1366,768,1.96,615.0
1593,"Dell Inspiron 15 3505, Ryzen 5 3450U",2021.0,Windows,ryzen 5 3450u,4,8,2.1,3.5,12,4,15 W,radeon rx vega 8,0,,0,2000.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.96,698.0
1594,"Dell Vostro 14 5402, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.36,
1595,Dell Latitude 12 7210 2-in-1,2021.0,Windows,core i7-10610u,4,8,1.8,4.9,14,8,25 W,uhd graphics 620,0,,0,300.0,0.0,16,0,4,512.0,SSD,12.3,1920,1280,0.85,2364.0
1596,Dell Inspiron 14 7400-VY8JW,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx350,2,GDDR5,64,747.0,1752.0,16,0,4,1024.0,SSD,14.5,2560,1600,1.26,1419.0
1597,"Dell G7 15 7500, i7-10750H RTX 2060",2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 2060 mobile,6,GDDR6,192,960.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.26,
1598,Dell Latitude 14 5411-WJ40N,2021.0,Windows,core i7-10850h,6,12,2.7,5.1,14,12,45 W,geforce mx250,2,GDDR5,64,937.0,1502.0,16,0,4,512.0,SSD,14.0,1920,1080,1.54,2011.0
1599,Dell Latitude 15 5511-VNJNW,2021.0,Windows,core i5-10400h,4,8,2.6,4.6,14,6,45 W,uhd graphics 630,0,,0,350.0,0.0,16,0,4,256.0,SSD,15.6,1920,1080,1.9,1478.0
1600,"Dell Latitude 14 5411, i5-10400H",2021.0,Windows,core i5-10400h,4,8,2.6,4.6,14,6,45 W,uhd graphics 630,0,,0,350.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.54,1301.0
1601,"Dell Latitude 14 3410, i7-10510U",2021.0,Windows,core i7-10510u,4,8,1.8,4.9,14,8,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.61,1124.0
1602,Dell Inspiron 15 7000 7506 2-in-1 Black Edition,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe max graphics,4,LPDDR4X,128,300.0,2133.0,16,2133,4,1024.0,SSD,15.6,3840,2160,1.936,1600.0
1603,Dell Vostro 15 5501,2021.0,Windows,core i5-1035g1,4,8,1.0,3.6,10,6,15 W,geforce mx330,2,GDDR5,64,1531.0,1752.0,8,0,4,512.0,SSD,15.6,1920,1080,1.7,
1604,"Dell XPS 17 9710, i9-11900H RTX 3060 4K",2021.0,Windows,core i9-11900h,8,16,2.1,4.9,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,17.3,3840,2400,2.51,
